"","Symbol","Description","Biotypes","Average"
"30","TMSB4X","thymosin beta 4 X-linked [Source:HGNC Symbol;Acc:HGNC:11881]","protein_coding",10253
"31","EEF2","eukaryotic translation elongation factor 2 [Source:HGNC Symbol;Acc:HGNC:3214]","protein_coding",9931.875
"32","DCAF12","DDB1 and CUL4 associated factor 12 [Source:HGNC Symbol;Acc:HGNC:19911]","protein_coding",9930.125
"33","HLA-DRA","major histocompatibility complex, class II, DR alpha [Source:HGNC Symbol;Acc:HGNC:4947]","protein_coding",9825.75
"34","GAPDH","glyceraldehyde-3-phosphate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4141]","protein_coding",9807.25
"35","R3HDM4","R3H domain containing 4 [Source:HGNC Symbol;Acc:HGNC:28270]","protein_coding",9774.25
"36","TYROBP","transmembrane immune signaling adaptor TYROBP [Source:HGNC Symbol;Acc:HGNC:12449]","protein_coding",9146.75
"37","CTSS","cathepsin S [Source:HGNC Symbol;Acc:HGNC:2545]","protein_coding",9017.625
"38","RACK1","receptor for activated C kinase 1 [Source:HGNC Symbol;Acc:HGNC:4399]","protein_coding",8946.875
"39","RPL11","ribosomal protein L11 [Source:HGNC Symbol;Acc:HGNC:10301]","protein_coding",8888
"40","SNCA","synuclein alpha [Source:HGNC Symbol;Acc:HGNC:11138]","protein_coding",8856.5
"41","YPEL3","yippee like 3 [Source:HGNC Symbol;Acc:HGNC:18327]","protein_coding",8833
"42","BSG","basigin (Ok blood group) [Source:HGNC Symbol;Acc:HGNC:1116]","protein_coding",8697.125
"43","S100A11","S100 calcium binding protein A11 [Source:HGNC Symbol;Acc:HGNC:10488]","protein_coding",8598.625
"44","GYPC","glycophorin C (Gerbich blood group) [Source:HGNC Symbol;Acc:HGNC:4704]","protein_coding",8212.375
"45","RPS4X","ribosomal protein S4 X-linked [Source:HGNC Symbol;Acc:HGNC:10424]","protein_coding",8080.875
"46","CXCR2","C-X-C motif chemokine receptor 2 [Source:HGNC Symbol;Acc:HGNC:6027]","protein_coding",7864.25
"47","SRGN","serglycin [Source:HGNC Symbol;Acc:HGNC:9361]","protein_coding",7845.375
"48","RPS12","ribosomal protein S12 [Source:HGNC Symbol;Acc:HGNC:10385]","protein_coding",7826.875
"49","ITM2B","integral membrane protein 2B [Source:HGNC Symbol;Acc:HGNC:6174]","protein_coding",7691.375
"50","GLRX5","glutaredoxin 5 [Source:HGNC Symbol;Acc:HGNC:20134]","protein_coding",7569.875
"51","BNIP3L","BCL2 interacting protein 3 like [Source:HGNC Symbol;Acc:HGNC:1085]","protein_coding",7266.875
"52","PFN1","profilin 1 [Source:HGNC Symbol;Acc:HGNC:8881]","protein_coding",7179.25
"53","BTG1","BTG anti-proliferation factor 1 [Source:HGNC Symbol;Acc:HGNC:1130]","protein_coding",7028.625
"54","MYH9","myosin heavy chain 9 [Source:HGNC Symbol;Acc:HGNC:7579]","protein_coding",6989.625
"55","S100A9","S100 calcium binding protein A9 [Source:HGNC Symbol;Acc:HGNC:10499]","protein_coding",6874.375
"56","WIPF1","WAS/WASL interacting protein family member 1 [Source:HGNC Symbol;Acc:HGNC:12736]","protein_coding",6851.875
"57","GNLY","granulysin [Source:HGNC Symbol;Acc:HGNC:4414]","protein_coding",6837.875
"58","SEC14L1","SEC14 like lipid binding 1 [Source:HGNC Symbol;Acc:HGNC:10698]","protein_coding",6827.125
"59","HLA-C","major histocompatibility complex, class I, C [Source:HGNC Symbol;Acc:HGNC:4933]","protein_coding",6824.625
"60","RPLP1","ribosomal protein lateral stalk subunit P1 [Source:HGNC Symbol;Acc:HGNC:10372]","protein_coding",6754.25
"61","TXNIP","thioredoxin interacting protein [Source:HGNC Symbol;Acc:HGNC:16952]","protein_coding",6487.25
"62","MBNL3","muscleblind like splicing regulator 3 [Source:HGNC Symbol;Acc:HGNC:20564]","protein_coding",6471.5
"63","RPL28","ribosomal protein L28 [Source:HGNC Symbol;Acc:HGNC:10330]","protein_coding",6410.875
"64","RPS15","ribosomal protein S15 [Source:HGNC Symbol;Acc:HGNC:10388]","protein_coding",6395.75
"65","VIM","vimentin [Source:HGNC Symbol;Acc:HGNC:12692]","protein_coding",6347.375
"66","ARRB2","arrestin beta 2 [Source:HGNC Symbol;Acc:HGNC:712]","protein_coding",6331.25
"67","PSMF1","proteasome inhibitor subunit 1 [Source:HGNC Symbol;Acc:HGNC:9571]","protein_coding",6265
"68","MXI1","MAX interactor 1, dimerization protein [Source:HGNC Symbol;Acc:HGNC:7534]","protein_coding",6262.625
"69","H3-3B","H3.3 histone B [Source:HGNC Symbol;Acc:HGNC:4765]","protein_coding",6252
"70","TAGLN2","transgelin 2 [Source:HGNC Symbol;Acc:HGNC:11554]","protein_coding",6247.25
"71","GPX1","glutathione peroxidase 1 [Source:HGNC Symbol;Acc:HGNC:4553]","protein_coding",6233.875
"72","ARHGDIB","Rho GDP dissociation inhibitor beta [Source:HGNC Symbol;Acc:HGNC:679]","protein_coding",6225.125
"73","RPL18","ribosomal protein L18 [Source:HGNC Symbol;Acc:HGNC:10310]","protein_coding",6109.375
"74","RPL15","ribosomal protein L15 [Source:HGNC Symbol;Acc:HGNC:10306]","protein_coding",6051.25
"75","RPS2","ribosomal protein S2 [Source:HGNC Symbol;Acc:HGNC:10404]","protein_coding",6021.625
"76","CFL1","cofilin 1 [Source:HGNC Symbol;Acc:HGNC:1874]","protein_coding",6006
"77","RPL10","ribosomal protein L10 [Source:HGNC Symbol;Acc:HGNC:10298]","protein_coding",6002.5
"78","PIM1","Pim-1 proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:8986]","protein_coding",5984.5
"79","EPB41","erythrocyte membrane protein band 4.1 [Source:HGNC Symbol;Acc:HGNC:3377]","protein_coding",5903.875
"80","SELL","selectin L [Source:HGNC Symbol;Acc:HGNC:10720]","protein_coding",5861.375
"81","ARPC2","actin related protein 2/3 complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:705]","protein_coding",5832.375
"82","CCNI","cyclin I [Source:HGNC Symbol;Acc:HGNC:1595]","protein_coding",5820.75
"83","RAC2","Rac family small GTPase 2 [Source:HGNC Symbol;Acc:HGNC:9802]","protein_coding",5811.625
"84","RPL29","ribosomal protein L29 [Source:HGNC Symbol;Acc:HGNC:10331]","protein_coding",5783.75
"85","MKRN1","makorin ring finger protein 1 [Source:HGNC Symbol;Acc:HGNC:7112]","protein_coding",5687.875
"86","MNDA","myeloid cell nuclear differentiation antigen [Source:HGNC Symbol;Acc:HGNC:7183]","protein_coding",5672.375
"87","EIF1B","eukaryotic translation initiation factor 1B [Source:HGNC Symbol;Acc:HGNC:30792]","protein_coding",5543.25
"88","EIF1","eukaryotic translation initiation factor 1 [Source:HGNC Symbol;Acc:HGNC:3249]","protein_coding",5371.125
"89","TMBIM6","transmembrane BAX inhibitor motif containing 6 [Source:HGNC Symbol;Acc:HGNC:11723]","protein_coding",5366
"90","CLIC1","chloride intracellular channel 1 [Source:HGNC Symbol;Acc:HGNC:2062]","protein_coding",5332.625
"91","MARCHF8","membrane associated ring-CH-type finger 8 [Source:HGNC Symbol;Acc:HGNC:23356]","protein_coding",5314
"92","RNF11","ring finger protein 11 [Source:HGNC Symbol;Acc:HGNC:10056]","protein_coding",5297
"93","FCGR2A","Fc fragment of IgG receptor IIa [Source:HGNC Symbol;Acc:HGNC:3616]","protein_coding",5291.5
"94","FOXO3","forkhead box O3 [Source:HGNC Symbol;Acc:HGNC:3821]","protein_coding",5181.5
"95","PPBP","pro-platelet basic protein [Source:HGNC Symbol;Acc:HGNC:9240]","protein_coding",5170.875
"96","ARF1","ADP ribosylation factor 1 [Source:HGNC Symbol;Acc:HGNC:652]","protein_coding",5162.25
"97","RAB2B","RAB2B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:20246]","protein_coding",5144.25
"98","ADGRE5","adhesion G protein-coupled receptor E5 [Source:HGNC Symbol;Acc:HGNC:1711]","protein_coding",5135.125
"99","GNAI2","G protein subunit alpha i2 [Source:HGNC Symbol;Acc:HGNC:4385]","protein_coding",5037.125
"100","RPS16","ribosomal protein S16 [Source:HGNC Symbol;Acc:HGNC:10396]","protein_coding",4904.375
"101","GABARAPL2","GABA type A receptor associated protein like 2 [Source:HGNC Symbol;Acc:HGNC:13291]","protein_coding",4864.375
"102","COTL1","coactosin like F-actin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:18304]","protein_coding",4852
"103","CORO1A","coronin 1A [Source:HGNC Symbol;Acc:HGNC:2252]","protein_coding",4850.625
"104","LCP1","lymphocyte cytosolic protein 1 [Source:HGNC Symbol;Acc:HGNC:6528]","protein_coding",4849.5
"105","CCL5","C-C motif chemokine ligand 5 [Source:HGNC Symbol;Acc:HGNC:10632]","protein_coding",4799.375
"106","ABTB1","ankyrin repeat and BTB domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18275]","protein_coding",4789.875
"107","LSP1","lymphocyte specific protein 1 [Source:HGNC Symbol;Acc:HGNC:6707]","protein_coding",4777.375
"108","FKBP8","FKBP prolyl isomerase 8 [Source:HGNC Symbol;Acc:HGNC:3724]","protein_coding",4716.5
"109","PTGES3","prostaglandin E synthase 3 [Source:HGNC Symbol;Acc:HGNC:16049]","protein_coding",4688.25
"110","RPL21","ribosomal protein L21 [Source:HGNC Symbol;Acc:HGNC:10313]","protein_coding",4665.875
"111","MSN","moesin [Source:HGNC Symbol;Acc:HGNC:7373]","protein_coding",4588.875
"112","EFHD2","EF-hand domain family member D2 [Source:HGNC Symbol;Acc:HGNC:28670]","protein_coding",4587.5
"113","RPL27A","ribosomal protein L27a [Source:HGNC Symbol;Acc:HGNC:10329]","protein_coding",4571
"114","HLA-DPA1","major histocompatibility complex, class II, DP alpha 1 [Source:HGNC Symbol;Acc:HGNC:4938]","protein_coding",4525.875
"115","S100A8","S100 calcium binding protein A8 [Source:HGNC Symbol;Acc:HGNC:10498]","protein_coding",4516.375
"116","FAM117A","family with sequence similarity 117 member A [Source:HGNC Symbol;Acc:HGNC:24179]","protein_coding",4501.25
"117","SORL1","sortilin related receptor 1 [Source:HGNC Symbol;Acc:HGNC:11185]","protein_coding",4492
"118","NCF2","neutrophil cytosolic factor 2 [Source:HGNC Symbol;Acc:HGNC:7661]","protein_coding",4491.125
"119","HLA-B","major histocompatibility complex, class I, B [Source:HGNC Symbol;Acc:HGNC:4932]","protein_coding",4467.375
"120","RPS6","ribosomal protein S6 [Source:HGNC Symbol;Acc:HGNC:10429]","protein_coding",4456.875
"121","RPS28","ribosomal protein S28 [Source:HGNC Symbol;Acc:HGNC:10418]","protein_coding",4433.375
"122","UBALD2","UBA like domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28438]","protein_coding",4379.125
"123","TSC22D3","TSC22 domain family member 3 [Source:HGNC Symbol;Acc:HGNC:3051]","protein_coding",4332.5
"124","S100A4","S100 calcium binding protein A4 [Source:HGNC Symbol;Acc:HGNC:10494]","protein_coding",4328.25
"125","MPP1","membrane palmitoylated protein 1 [Source:HGNC Symbol;Acc:HGNC:7219]","protein_coding",4240.75
"126","DDX5","DEAD-box helicase 5 [Source:HGNC Symbol;Acc:HGNC:2746]","protein_coding",4127.25
"127","CXCR1","C-X-C motif chemokine receptor 1 [Source:HGNC Symbol;Acc:HGNC:6026]","protein_coding",4126.625
"128","RPL18A","ribosomal protein L18a [Source:HGNC Symbol;Acc:HGNC:10311]","protein_coding",4104.875
"129","RPL27","ribosomal protein L27 [Source:HGNC Symbol;Acc:HGNC:10328]","protein_coding",4070.5
"130","PTMA","prothymosin alpha [Source:HGNC Symbol;Acc:HGNC:9623]","protein_coding",4055.75
"131","TALDO1","transaldolase 1 [Source:HGNC Symbol;Acc:HGNC:11559]","protein_coding",4049.25
"132","FLNA","filamin A [Source:HGNC Symbol;Acc:HGNC:3754]","protein_coding",4031.125
"133","MBOAT7","membrane bound O-acyltransferase domain containing 7 [Source:HGNC Symbol;Acc:HGNC:15505]","protein_coding",3995.25
"134","SARAF","store-operated calcium entry associated regulatory factor [Source:HGNC Symbol;Acc:HGNC:28789]","protein_coding",3994.25
"135","YBX3","Y-box binding protein 3 [Source:HGNC Symbol;Acc:HGNC:2428]","protein_coding",3976
"136","UBE2D3","ubiquitin conjugating enzyme E2 D3 [Source:HGNC Symbol;Acc:HGNC:12476]","protein_coding",3914.5
"137","CAP1","cyclase associated actin cytoskeleton regulatory protein 1 [Source:HGNC Symbol;Acc:HGNC:20040]","protein_coding",3913.625
"138","YBX1","Y-box binding protein 1 [Source:HGNC Symbol;Acc:HGNC:8014]","protein_coding",3894.5
"139","KLF3","Kruppel like factor 3 [Source:HGNC Symbol;Acc:HGNC:16516]","protein_coding",3839.75
"140","TMSB10","thymosin beta 10 [Source:HGNC Symbol;Acc:HGNC:11879]","protein_coding",3792.5
"141","RPS3","ribosomal protein S3 [Source:HGNC Symbol;Acc:HGNC:10420]","protein_coding",3776.125
"142","SCARNA7","small Cajal body-specific RNA 7 [Source:HGNC Symbol;Acc:HGNC:32563]","scaRNA",3771.375
"143","RPS13","ribosomal protein S13 [Source:HGNC Symbol;Acc:HGNC:10386]","protein_coding",3760.125
"144","TNFRSF1B","TNF receptor superfamily member 1B [Source:HGNC Symbol;Acc:HGNC:11917]","protein_coding",3758.25
"145","SRRM2","serine/arginine repetitive matrix 2 [Source:HGNC Symbol;Acc:HGNC:16639]","protein_coding",3757.25
"146","RPS8","ribosomal protein S8 [Source:HGNC Symbol;Acc:HGNC:10441]","protein_coding",3752.875
"147","DUSP1","dual specificity phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:3064]","protein_coding",3744.75
"148","GSPT1","G1 to S phase transition 1 [Source:HGNC Symbol;Acc:HGNC:4621]","protein_coding",3742.75
"149","SNX3","sorting nexin 3 [Source:HGNC Symbol;Acc:HGNC:11174]","protein_coding",3710.75
"150","TGFB1","transforming growth factor beta 1 [Source:HGNC Symbol;Acc:HGNC:11766]","protein_coding",3675.625
"151","PRDX6","peroxiredoxin 6 [Source:HGNC Symbol;Acc:HGNC:16753]","protein_coding",3656.125
"152","FXYD5","FXYD domain containing ion transport regulator 5 [Source:HGNC Symbol;Acc:HGNC:4029]","protein_coding",3608.75
"153","SNORD15B","small nucleolar RNA, C/D box 15B [Source:HGNC Symbol;Acc:HGNC:16649]","snoRNA",3529
"154","OGT","O-linked N-acetylglucosamine (GlcNAc) transferase [Source:HGNC Symbol;Acc:HGNC:8127]","protein_coding",3518.625
"155","NKG7","natural killer cell granule protein 7 [Source:HGNC Symbol;Acc:HGNC:7830]","protein_coding",3470.875
"156","ACTR2","actin related protein 2 [Source:HGNC Symbol;Acc:HGNC:169]","protein_coding",3462.75
"157","UCP2","uncoupling protein 2 [Source:HGNC Symbol;Acc:HGNC:12518]","protein_coding",3454.375
"158","CD37","CD37 molecule [Source:HGNC Symbol;Acc:HGNC:1666]","protein_coding",3437.375
"159","MYL12A","myosin light chain 12A [Source:HGNC Symbol;Acc:HGNC:16701]","protein_coding",3427.375
"160","RPL19","ribosomal protein L19 [Source:HGNC Symbol;Acc:HGNC:10312]","protein_coding",3419
"161","RPLP0","ribosomal protein lateral stalk subunit P0 [Source:HGNC Symbol;Acc:HGNC:10371]","protein_coding",3418.875
"162","FECH","ferrochelatase [Source:HGNC Symbol;Acc:HGNC:3647]","protein_coding",3418.125
"163","RPS19","ribosomal protein S19 [Source:HGNC Symbol;Acc:HGNC:10402]","protein_coding",3391.125
"164","UBE2D2","ubiquitin conjugating enzyme E2 D2 [Source:HGNC Symbol;Acc:HGNC:12475]","protein_coding",3390.25
"165","CSF2RB","colony stimulating factor 2 receptor subunit beta [Source:HGNC Symbol;Acc:HGNC:2436]","protein_coding",3368.625
"166","IQGAP1","IQ motif containing GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:6110]","protein_coding",3363.375
"167","ADAR","adenosine deaminase RNA specific [Source:HGNC Symbol;Acc:HGNC:225]","protein_coding",3357.375
"168","RPL38","ribosomal protein L38 [Source:HGNC Symbol;Acc:HGNC:10349]","protein_coding",3356.875
"169","RPL13A","ribosomal protein L13a [Source:HGNC Symbol;Acc:HGNC:10304]","protein_coding",3314.125
"170","DDX17","DEAD-box helicase 17 [Source:HGNC Symbol;Acc:HGNC:2740]","protein_coding",3301.625
"171","RPS3A","ribosomal protein S3A [Source:HGNC Symbol;Acc:HGNC:10421]","protein_coding",3254
"172","MYO1F","myosin IF [Source:HGNC Symbol;Acc:HGNC:7600]","protein_coding",3231.125
"173","ZFP36L2","ZFP36 ring finger protein like 2 [Source:HGNC Symbol;Acc:HGNC:1108]","protein_coding",3224
"174","YOD1","YOD1 deubiquitinase [Source:HGNC Symbol;Acc:HGNC:25035]","protein_coding",3223.375
"175","SLC4A1","solute carrier family 4 member 1 (Diego blood group) [Source:HGNC Symbol;Acc:HGNC:11027]","protein_coding",3222.375
"176","RPL3","ribosomal protein L3 [Source:HGNC Symbol;Acc:HGNC:10332]","protein_coding",3218.875
"177","RPL32","ribosomal protein L32 [Source:HGNC Symbol;Acc:HGNC:10336]","protein_coding",3217.125
"178","ZFP36L1","ZFP36 ring finger protein like 1 [Source:HGNC Symbol;Acc:HGNC:1107]","protein_coding",3208.625
"179","PPIA","peptidylprolyl isomerase A [Source:HGNC Symbol;Acc:HGNC:9253]","protein_coding",3196.625
"180","MTPN","myotrophin [Source:HGNC Symbol;Acc:HGNC:15667]","protein_coding",3178.75
"181","ATP6V0E1","ATPase H+ transporting V0 subunit e1 [Source:HGNC Symbol;Acc:HGNC:863]","protein_coding",3168.125
"182","EIF2AK1","eukaryotic translation initiation factor 2 alpha kinase 1 [Source:HGNC Symbol;Acc:HGNC:24921]","protein_coding",3159.25
"183","ITGB2","integrin subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:6155]","protein_coding",3154.25
"184","TAGAP","T cell activation RhoGTPase activating protein [Source:HGNC Symbol;Acc:HGNC:15669]","protein_coding",3132.25
"185","RGS2","regulator of G protein signaling 2 [Source:HGNC Symbol;Acc:HGNC:9998]","protein_coding",3117.875
"186","CCNDBP1","cyclin D1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:1587]","protein_coding",3106.5
"187","HNRNPK","heterogeneous nuclear ribonucleoprotein K [Source:HGNC Symbol;Acc:HGNC:5044]","protein_coding",3095.5
"188","MYL12B","myosin light chain 12B [Source:HGNC Symbol;Acc:HGNC:29827]","protein_coding",3079.125
"189","HDGF","heparin binding growth factor [Source:HGNC Symbol;Acc:HGNC:4856]","protein_coding",3063.75
"190","CD14","CD14 molecule [Source:HGNC Symbol;Acc:HGNC:1628]","protein_coding",3055.75
"191","RPS25","ribosomal protein S25 [Source:HGNC Symbol;Acc:HGNC:10413]","protein_coding",3026.5
"192","CST3","cystatin C [Source:HGNC Symbol;Acc:HGNC:2475]","protein_coding",3016.125
"193","CNN2","calponin 2 [Source:HGNC Symbol;Acc:HGNC:2156]","protein_coding",3014.875
"194","SPI1","Spi-1 proto-oncogene [Source:HGNC Symbol;Acc:HGNC:11241]","protein_coding",2986.5
"195","TUBA1A","tubulin alpha 1a [Source:HGNC Symbol;Acc:HGNC:20766]","protein_coding",2982.625
"196","RPL37A","ribosomal protein L37a [Source:HGNC Symbol;Acc:HGNC:10348]","protein_coding",2962.5
"197","EVL","Enah/Vasp-like [Source:HGNC Symbol;Acc:HGNC:20234]","protein_coding",2959.25
"198","VNN2","vanin 2 [Source:HGNC Symbol;Acc:HGNC:12706]","protein_coding",2958.5
"199","EIF4G2","eukaryotic translation initiation factor 4 gamma 2 [Source:HGNC Symbol;Acc:HGNC:3297]","protein_coding",2943.125
"200","LASP1","LIM and SH3 protein 1 [Source:HGNC Symbol;Acc:HGNC:6513]","protein_coding",2936.625
"201","IL7R","interleukin 7 receptor [Source:HGNC Symbol;Acc:HGNC:6024]","protein_coding",2930.25
"202","RNF130","ring finger protein 130 [Source:HGNC Symbol;Acc:HGNC:18280]","protein_coding",2911.75
"203","DPM2","dolichyl-phosphate mannosyltransferase subunit 2, regulatory [Source:HGNC Symbol;Acc:HGNC:3006]","protein_coding",2895.75
"204","ASCC2","activating signal cointegrator 1 complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:24103]","protein_coding",2874.375
"205","MCL1","MCL1 apoptosis regulator, BCL2 family member [Source:HGNC Symbol;Acc:HGNC:6943]","protein_coding",2850.875
"206","TLE5","TLE family member 5, transcriptional modulator [Source:HGNC Symbol;Acc:HGNC:307]","protein_coding",2834.625
"207","SELPLG","selectin P ligand [Source:HGNC Symbol;Acc:HGNC:10722]","protein_coding",2830
"208","UBE2H","ubiquitin conjugating enzyme E2 H [Source:HGNC Symbol;Acc:HGNC:12484]","protein_coding",2818
"209","HSPA8","heat shock protein family A (Hsp70) member 8 [Source:HGNC Symbol;Acc:HGNC:5241]","protein_coding",2798.75
"210","CDC42","cell division cycle 42 [Source:HGNC Symbol;Acc:HGNC:1736]","protein_coding",2798
"211","EWSR1","EWS RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3508]","protein_coding",2797.75
"212","RNF149","ring finger protein 149 [Source:HGNC Symbol;Acc:HGNC:23137]","protein_coding",2761.625
"213","LILRB3","leukocyte immunoglobulin like receptor B3 [Source:HGNC Symbol;Acc:HGNC:6607]","protein_coding",2759.375
"214","RIOK3","RIO kinase 3 [Source:HGNC Symbol;Acc:HGNC:11451]","protein_coding",2716.25
"215","LRRK2","leucine rich repeat kinase 2 [Source:HGNC Symbol;Acc:HGNC:18618]","protein_coding",2685
"216","SMAP2","small ArfGAP2 [Source:HGNC Symbol;Acc:HGNC:25082]","protein_coding",2667.75
"217","ARHGAP25","Rho GTPase activating protein 25 [Source:HGNC Symbol;Acc:HGNC:28951]","protein_coding",2663.25
"218","MSRB1","methionine sulfoxide reductase B1 [Source:HGNC Symbol;Acc:HGNC:14133]","protein_coding",2657.125
"219","FGR","FGR proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:3697]","protein_coding",2649.625
"220","LYN","LYN proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6735]","protein_coding",2619.5
"221","VMP1","vacuole membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:29559]","protein_coding",2592.125
"222","ATP6V1B2","ATPase H+ transporting V1 subunit B2 [Source:HGNC Symbol;Acc:HGNC:854]","protein_coding",2578.375
"223","FAM210B","family with sequence similarity 210 member B [Source:HGNC Symbol;Acc:HGNC:16102]","protein_coding",2578.25
"224","HSPA1A","heat shock protein family A (Hsp70) member 1A [Source:HGNC Symbol;Acc:HGNC:5232]","protein_coding",2556.375
"225","PLCB2","phospholipase C beta 2 [Source:HGNC Symbol;Acc:HGNC:9055]","protein_coding",2553.375
"226","FYB1","FYN binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4036]","protein_coding",2532.625
"227","ZYX","zyxin [Source:HGNC Symbol;Acc:HGNC:13200]","protein_coding",2523.75
"228","VSIR","V-set immunoregulatory receptor [Source:HGNC Symbol;Acc:HGNC:30085]","protein_coding",2518
"229","FCN1","ficolin 1 [Source:HGNC Symbol;Acc:HGNC:3623]","protein_coding",2517.25
"230","GUCD1","guanylyl cyclase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14237]","protein_coding",2513.75
"231","TCP11L2","t-complex 11 like 2 [Source:HGNC Symbol;Acc:HGNC:28627]","protein_coding",2511.375
"232","C9orf78","chromosome 9 open reading frame 78 [Source:HGNC Symbol;Acc:HGNC:24932]","protein_coding",2483.75
"233","ENO1","enolase 1 [Source:HGNC Symbol;Acc:HGNC:3350]","protein_coding",2483.125
"234","IGF2R","insulin like growth factor 2 receptor [Source:HGNC Symbol;Acc:HGNC:5467]","protein_coding",2481.875
"235","GRN","granulin precursor [Source:HGNC Symbol;Acc:HGNC:4601]","protein_coding",2474.625
"236","JAK1","Janus kinase 1 [Source:HGNC Symbol;Acc:HGNC:6190]","protein_coding",2468.25
"237","RPL6","ribosomal protein L6 [Source:HGNC Symbol;Acc:HGNC:10362]","protein_coding",2442.5
"238","RNF10","ring finger protein 10 [Source:HGNC Symbol;Acc:HGNC:10055]","protein_coding",2417.875
"239","STOM","stomatin [Source:HGNC Symbol;Acc:HGNC:3383]","protein_coding",2392.75
"240","CTSB","cathepsin B [Source:HGNC Symbol;Acc:HGNC:2527]","protein_coding",2390.25
